Text,Sentiment
i cry too fast,0.2
"I empathize so much, even with characters on tv or in video games that i feel physical pain",0.1
hyper empathy disorder,0.0
i am suddenly happy suddenly sad again depressed,0.15000000000000002
"mood swings, suddenly depressed then okay",0.25
i was in the depression before but then i recovred now i am again feeling low,0.0
how does a suicidal person thinks like,0.0
sucidal thought in a person,0.0
why does suicidal thought come in one person,0.0
sucidal thought come person,0.0
how do sucidal people comprehend their thought,0.0
why do people self harm,0.0
what is self harm,0.0
self harm,0.0
i self harmed myslef,0.0
my friend is self harming themsleves,0.0
my pal is self harming,0.0
my past is hunting me,-0.25
past relation hurts,-0.25
i have past trauma,-0.25
abused in the past,-0.25
raped in the past,-0.25
sexually abused in the past,0.125
my past is not letting me move on,-0.25
my past is not letting me trust anyone,-0.25
i can't seem to trust anyone,0.0
i don't love anyone because of past,0.125
i have hard time trusting someone,-0.2916666666666667
i am hearing random voices in my head,-0.5
hearing random voices in my head,-0.5
hear voices in head,0.0
can't seem to stop voices in my head,0.0
voices in my head making me mad,-0.625
nightmares,0.0
i wake up with nightmares and then i can't sleep,0.0
nightmares waking me up at night,0.0
i can't seem to sleep due to nightmares,-0.125
nighmare making me feel tired even though i have enough sleep,-0.2
I'm questioning my sexual orientation,0.5
I think I might be gay/bi/lesbian/pansexual,0.0
How can I come out to my family and friends?,0.0
come out,0.0
i want to be a girl,0.0
i want to be a boy,0.0
society not accepting my sexual orientaion.,0.5
sexual orientation confusion,0.5
I'm struggling with societal pressure to conform to heteronormative standards,0.0
I feel like I don't fit into traditional gender roles and it's affecting my mental health,0.10000000000000002
How can I navigate societal pressure to conform to gender norms?,0.0
I'm struggling with internalized sexism/homophobia/transphobia,0.0
i am not straight,-0.1
i am trans,0.0
i am bi,0.0
i am gay,0.4166666666666667
i am asexual,0.0
i broke up with my lover/girlfriend/boyfriend,0.0
i had divorce with my husband/wife,0.0
my love left me,0.25
i dont have any one beside me,0.0
i can't seem to make a good love life,0.6
no one likes me,0.0
i am single,-0.07142857142857142
i can't find love,0.5
i can't impress my crush,0.0
crush doesnot like me back,0.0
why can't i find boyfriend/girlfriend/lover,0.0
i can't find a lover,0.0
no lover,0.0
i am so lonley,0.0
boyfirend /girlfriend not giving proper attention,0.0
lovers not loving anymore,-0.3
i am not loved by the people around me,-0.35
i feel alone in the relationship,0.0
feel alone in the relationship,0.0
I'm addicted to alcohol and it's affecting my mental health,-0.25
My drug addiction is making me depressed,0.0
How does addiction affect mental health?,-0.1
I can't seem to quit smoking and it's causing anxiety,0.0
i am addicted,-0.4
i am drug addict,0.0
i am alcohol addict,0.0
i have strange addiction,-0.05
experience extreme mood swing late  feel overlie happy extreme sad,-0.04999999999999999
energy level fluctuates lot  affect daily life,0.0
trouble sleep  thought race constantly,-0.1
feel like ca it control mot impact relationship work,0.0
thought grandson feel invent,0.0
feel overlie impulse engage risk behavior,0.0
experience signify change appetite weight,0.0
feel excess merit gait,0.0
difficult focus complete task,-0.2
experience loss interest active use enjoy,0.13333333333333336
define bipolar disorder,0.0
what is bipolar disorder,0.0
what is like to have a bipolar disorder,0.0
how to do you know you have bipolar disorder,0.0
what are the symptoms of bipolar disorder,0.0
how do you know you have biploar disorder,0.0
i think i have bipolar disorder how do i confirm it,0.0
symptom of bipolar disorder,0.0
can bipolar be treated,0.0
is the treatment possible for bipolar disorder,0.0
can i be free of bipolar treatment,0.4
bioplar can be treated,0.0
i am afraid if there is the treatment for biploar disorder,-0.6
treatment of biploar disorder,0.0
coping strategies against biploar disorder,0.0
solution to bipolar disorder,0.0
i want to be free of bipolar disorder,0.4
how does bipolar affect daily life,0.0
bipolar affecting life,0.0
if i have bipolar how would be my life be like,0.0
can bipolar be treated naturally,0.1
is the natural treatment possible for bipolar disorder,0.05
can i be free of bipolar treatment naturally,0.25
bioplar can be treated natural,0.1
i am afraid if there is the natural treatment for biploar disorder,-0.25
natural treatment of biploar disorder,0.1
coping strategies against biploar disorder naturally,0.1
natural solution to bipolar disorder,0.1
i want to be free of bipolar disorder naturally,0.25
partner suffering from bipolar disorder,0.0
friend suffering from bipolar disorder,0.0
wife/lover/husband suffering from bipolar disorder,0.0
roomate suffering from bipolar disorder,0.0
girlfriend/boyfriend suffering from bipolar disorder,0.0
brother/sister/father/mother suffering from bipolar disorder,0.0
family member suffering from bipolar disorder,0.0
support suffering from bipolar disorder roomate,0.0
support  bipolar disorder brother/sister/father/mother,0.0
support bipolar disorder friend,0.0
support people sufferring from bipolar disorder,0.0
type of bipolar disorder,0.0
what other type of bipolar disorder there are,-0.125
other form of bipolar disorder,-0.125
are there any other form of bipolar disorder,-0.125
types of bipolar,0.0
what are the types of bipolar disorder?,0.0
how does the bipolar disorder affect relationship,0.0
biploar disorder affecting relationship,0.0
can the bipolar disorder have any effect in the relationship,0.0
i am having relationship problem due to bipolar disorder,-0.125
having relationship issues as i am a biploar disorder patient,0.0
bipolar disorder genetic,0.0
how does genetic affect bipolar disorder,0.0
can bipolar disorder be genetic,0.0
misconception bipolar disorder,0.0
myth bipolar disorder,0.0
stigma bipolar disorder,0.0
people think of bipolar disorder,0.0
what do people think of bipolar disorder,0.0
people thinking mental patient to the bipolar disorder person,-0.1
stigmatized bipolar disorder,0.0
conception towards bipolar disorder,0.0
what is the understanding of bipolar disorder in today's world,0.0
find therapist bipolar disorder,0.0
help find therapist bipolar disorder,0.0
i need therapist number bipolar disorder,0.0
is there a therapist near me bipolar disorder,0.1
i need therapy could you help me bipolar disorder,0.0
therapy is recommended bipolar disorder,0.0
can i have the recommendaion for therapist bipolar disorder,0.0
hospital  bipolar disorder,0.0
solution to bipolar disorder,0.0
therapist near me for bipolar disorder,0.1
does bipolar occur in children,0.0
my children suffering from biploar disorder,0.0
can childresn have bipolar disorder,0.0
how can i know my children have the biploar disorder,0.0
cause of bipolar disorder,0.0
what are the cause for bipolar disorder,0.0
why do people suffer from bipolar disorder,0.0
triggers for bipolar disorder,0.0
cause for development bipolar disorder,0.0
risk factor for bipolar disorder,0.0
coping strategies for bipolar disorder,0.0
strategies for bipolar disorder,0.0
treatment bipolar disorder,0.0
natural remedies for bipolar disorder,0.1
spiritual care for bipolar disorder,0.0
spiritual way of treatment for bipolar disorder,0.0
self-care bipolar disorder,0.0
bipolar disorder treat,0.0
what are the reason of bipolar disorder,0.0
reason of bipolar disorder,0.0
origin bipolar disorder,0.0
I keep having nightmares about the traumatic event,0.0
Loud noises trigger flashbacks of the traumatic event,0.1
I avoid situations that remind me of the traumatic event,0.0
I feel constantly on edge and easily startled,0.21666666666666667
I have difficulty sleeping and feel tired all the time,-0.4
I feel numb or detached from my emotions,-0.6
I experience intense feelings of guilt or shame about the traumatic event,0.2
I have trouble concentrating and completing tasks,-0.2
I feel like I'm reliving the traumatic event over and over again,0.0
I feel like my life will never be the same again,0.0
I keep having flashbacks of the traumatic event,0.0
I avoid anything that reminds me of the trauma,0.0
I have trouble sleeping because of nightmares and insomnia,-0.2
I feel numb and disconnected from my emotions,-0.6
I have frequent outbursts of anger or irritability,-0.3
I feel guilty or ashamed about the trauma,-0.5
I have physical symptoms like headaches and nausea,0.0
I feel like I'm stuck in the past and can't move on,-0.25
I'm having trouble with intimacy and forming close relationships,-0.2
I keep thinking somthing bad will happen,-0.6999999999999998
I feel like i will lose closed ones again,-0.1
What is PSTD,0.0
Explain PSTD,0.0
I want to know what PSTD is,0.0
Define PSTD,0.0
PSTD defination,0.0
PSTD,0.0
give me the defination of PSTD,0.0
what is the meaning of PSTD,0.0
PSTD symptoms,0.0
what are the symptoms od PSTD,0.0
symptom PSTD,0.0
what can PSTD do,0.0
PSTD leads to,0.0
i have PSTD issues,0.0
how can the pstd effect,0.0
effect of ptsd,0.0
i want to know the effect of ptsd,0.0
is there after math of ptsd,0.0
cause of PSTD,0.0
common triggers for pstd,-0.3
common triggers PSTD,-0.3
reason of PSTD,0.0
origin PSTD,0.0
coping strategies for PSTD,0.0
strategies for PSTD,0.0
treatment PSTD,0.0
natural remedies for PSTD,0.1
spiritual care PSTD,0.0
spiritual way of treatment PSTD,0.0
self-care PSTD,0.0
PSTD treat,0.0
long term effect of PSTD,-0.05
how long does PSTD effect,-0.05
partner PTSD,0.0
my partner is suffering from pstd,0.0
friend PTSD,0.0
wife/lover/husband PTSD,0.0
roomate PTSD,0.0
brother/sister/father/mother PTSD,0.0
family member PTSD,0.0
support PTSD roomate,0.0
support PTSD brother/sister/father/mother,0.0
support PTSD friend,0.0
misconception PSTD,0.0
myth PSTD,0.0
stigma PSTD,0.0
people think of PSTD,0.0
what do people think of PSTD,0.0
people thinking mental patient to the PSTD person,-0.1
stigmatized PSTD,0.0
conception towards PSTD,0.0
what is the understanding of PSTD in today's world,0.0
how common is the PSTD,-0.3
PSTD occurs in how many people,0.5
people suffering from pstd,0.0
how its is likely to get ptsd,0.0
how can pstd be prevented,0.0
preventing pstd beforehand,0.0
is the prevention of pstd possible,0.0
pstd prevention,0.0
type of PTSD,0.0
what other type of PTSD there are,-0.125
other form of PTSD,-0.125
are there any other form of PTSD,-0.125
is there any other type of pstd,-0.125
what is complex pstd,-0.3
other forms of pstd,-0.125
dangerous pstd,-0.6
how can the pstd be self cared,0.0
self care for pstd,0.0
is it possible to care the pstd self cared,0.0
What is Schizophrenia,0.0
Explain Schizophrenia,0.0
I want to know what Schizophrenia is,0.0
Define Schizophrenia,0.0
Schizophrenia defination,0.0
Schizophrenia,0.0
give me the defination of Schizophrenia,0.0
what is the meaning of Schizophrenia,0.0
Schizophrenia symptoms,0.0
what are the symptoms od Schizophrenia,0.0
symptom Schizophrenia,0.0
what can Schizophrenia do,0.0
Schizophrenia leads to,0.0
i have Schizophrenia issues,0.0
cause of Schizophrenia,0.0
common triggers Schizophrenia,-0.3
reason of Schizophrenia,0.0
origin Schizophrenia,0.0
Schizophrenia genetic,0.0
how does genetic affect Schizophrenia,0.0
can Schizophrenia be genetic,0.0
coping strategies for Schizophrenia,0.0
strategies for Schizophrenia,0.0
treatment Schizophrenia,0.0
natural remedies for Schizophrenia,0.1
spiritual care for Schizophrenia,0.0
spiritual way of treatment for Schizophrenia,0.0
self-care Schizophrenia,0.0
Schizophrenia treat,0.0
type of Schizophrenia,0.0
types of Schizophrenia,0.0
what other type of Schizophrenia there are,-0.125
other form of Schizophrenia,-0.125
are there any other form of Schizophrenia,-0.125
can Schizophrenia have negetive impact,0.0
define negetive impact of Schizophrenia,0.0
can Schizophrenia be negetive,0.0
negetive symptom of Schizophrenia,0.0
is there negetive symptom of Schizophrenia,0.0
can Schizophrenia have positive impact,0.22727272727272727
define positive impact of Schizophrenia,0.22727272727272727
can Schizophrenia be positive,0.22727272727272727
positive symptom of Schizophrenia,0.22727272727272727
is there positive symptom of Schizophrenia,0.22727272727272727
how does the social life be affected by the Schizophrenia,0.03333333333333333
Social life being affected by Schizophrenia,0.03333333333333333
my life has been affected by Schizophrenia,0.0
negative impact of Schizophrenia,-0.3
can Schizophrenia affect my social life,0.03333333333333333
if i have Schizophrenia can i still function well in the society,0.0
partner Schizophrenia,0.0
friend Schizophrenia,0.0
wife/lover/husband Schizophrenia,0.0
roomate Schizophrenia,0.0
brother/sister/father/mother Schizophrenia,0.0
family member Schizophrenia,0.0
support Schizophrenia roomate,0.0
support Schizophrenia brother/sister/father/mother,0.0
support Schizophrenia friend,0.0
misconception Schizophrenia,0.0
myth Schizophrenia,0.0
stigma Schizophrenia,0.0
people think of Schizophrenia,0.0
what do people think of Schizophrenia,0.0
people thinking mental patient to the Schizophrenia person,-0.1
stigmatized Schizophrenia,0.0
conception towards Schizophrenia,0.0
what is the understanding of Schizophrenia in today's world,0.0
how does the Schizophrenia affects the brain,0.0
affect/effect of Schizophrenia,0.0
Schizophrenia affecting brain function,0.0
i think my brain function has been corrupted by Schizophrenia,0.0
how to know if you have multiple personality disorder or Schizophrenia,0.0
differentiate between multiple personality disorder or Schizophrenia,0.0
how are Schizophrenia and multiple personlity disorder different,0.0
Schizophrenia and multiple personality disorder,0.0
how to know if i have Schizophrenia,0.0
signs of Schizophrenia,0.0
early symptom of Schizophrenia,0.1
Schizophrenia detection,0.0
knowing if i have Schizophrenia,0.0
does Schizophrenia affect children,0.0
children Schizophrenia,0.0
Schizophrenia in children,0.0
can my child be Schizophrenic,0.0
symptoms of child Schizophrenia,0.0
alternative therapy of Schizophrenia,0.0
what are the other ways to treat Schizophrenia,-0.125
therapy for Schizophrenia,0.0
can therapy help Schizophrenia,0.0
Schizophrenia therapy,0.0
how can be Schizophrenia treated alternativley,0.0
long term effect of Schizophrenia,-0.05
how long does Schizophrenia effect,-0.05
is there a link between trauma and Schizophrenia,0.0
link between trauma and Schizophrenia,0.0
can the trauma and Schizophrenia be linked,0.0
are trauma and Schizophrenia related,0.0
What is eating disorder,0.0
Explain eating disorder,0.0
I want to know what eating disorder is,0.0
Define eating disorder,0.0
eating disorder defination,0.0
eating disorder,0.0
give me the defination of eating disorder,0.0
what is the meaning of eating disorder,0.0
type of eating disorder,0.0
what other type of eating disorder there are,-0.125
other form of eating disorder,-0.125
are there any other form of eating disorder,-0.125
eating disorder symptoms,0.0
what are the symptoms of eating disorder,0.0
symptom eating disorder,0.0
what can eating disorder do,0.0
eating disorder leads to,0.0
i have anxeating disorderiety issues,0.0
cause of eating disorder,0.0
common triggers eating disorder,-0.3
reason of eating disorder,0.0
origin eating disorder,0.0
is there age which specifically has the eating disorder,0.0
eating disorder affecting age group,0.0
which age group has the high chance of getting eating disorder,0.16
coping strategies for eating disorder,0.0
strategies for eating disorder,0.0
treatment eating disorder,0.0
natural remedies for eating disorder,0.1
spiritual care for eating disorder,0.0
spiritual way of treatment for eating disorder,0.0
self-care eating disorder,0.0
eating disorder treat,0.0
alternative therapy of eating disorder,0.0
what are the other ways to treat eating disorder,-0.125
therapy for eating disorder,0.0
can therapy help eating disorder,0.0
eating disorder therapy,0.0
how can be eating disorder treated alternativley,0.0
long term effect of eating disorder,-0.05
how long does eating disorder effect,-0.05
how does the social life be affected by the eating disorder,0.03333333333333333
Social life being affected by eating disorder,0.03333333333333333
my life has been affected by eating disorder,0.0
negative impact of eating disorder,-0.3
can eating disorder affect my social life,0.03333333333333333
if i have eating disorder can i still function well in the society,0.0
partner eating disorder,0.0
friend eating disorder,0.0
wife/lover/husband eating disorder,0.0
roomate eating disorder,0.0
brother/sister/father/mother eating disorder,0.0
family member eating disorder,0.0
support eating disorder roomate,0.0
support eating disorder brother/sister/father/mother,0.0
support eating disorder friend,0.0
i think i have eating disorder,0.0
i suspect i have eating disorder,0.0
i am having eating disorder,0.0
i like to each too much,0.2
if i start to eat i can't stop,0.0
i am getting obsese,0.0
misconception eating disorder,0.0
myth eating disorder,0.0
stigma eating disorder,0.0
people think of eating disorder,0.0
what do people think of eating disorder,0.0
people thinking mental patient to the eating disorder person,-0.1
stigmatized eating disorder,0.0
conception towards eating disorder,0.0
what is the understanding of eating disorder in today's world,0.0
how to stop over eating,0.0
i want to stop overeating,0.0
can i help myself to stop over eating,0.0
i found out i have eating disorder how do i handle it,0.0
coping mechanism to defet eating disorder,0.0
how can the eating disorder stopped,0.0
eating disorder treatmenet,0.0
coping mechanism for dealing with triggers,0.0
What is Disruptive behavior,0.0
Explain Disruptive behavior,0.0
I want to know what Disruptive behavior is,0.0
Define Disruptive behavior,0.0
Disruptive behavior defination,0.0
Disruptive behavior,0.0
give me the defination of Disruptive behavior,0.0
what is the meaning of Disruptive behavior,0.0
Disruptive behavior symptoms,0.0
what are the symptoms od Disruptive behavior,0.0
symptom Disruptive behavior,0.0
what can Disruptive behavior do,0.0
Disruptive behavior leads to,0.0
i have Disruptive behavior issues,0.0
cause of Disruptive behavior,0.0
common triggers Disruptive behavior,-0.3
reason of Disruptive behavior,0.0
origin Disruptive behavior,0.0
coping strategies for Disruptive behavior,0.0
strategies for Disruptive behavior,0.0
treatment Disruptive behavior,0.0
natural remedies for Disruptive behavior,0.1
spiritual care for Disruptive behavior,0.0
spiritual way of treatment for Disruptive behavior,0.0
self-care Disruptive behavior,0.0
Disruptive behavior treat,0.0
how does the social life be affected by the Disruptive behavior,0.03333333333333333
Social life being affected by Disruptive behavior,0.03333333333333333
my life has been affected by Disruptive behavior,0.0
negative impact of Disruptive behavior,-0.3
can Disruptive behavior affect my social life,0.03333333333333333
if i have Disruptive behavior can i still function well in the society,0.0
how can Disruptive behavior be prevented,0.0
preventing Disruptive behavior beforehand,0.0
is the prevention of Disruptive behavior possible,0.0
Disruptive behavior prevention,0.0
other types of oppositional defiant disorder,-0.125
oppositional defiant disorder,0.0
explain oppositional defiant disorder,0.0
define oppositional defiant disorder,0.0
i want to know about oppositional defiant disorder,0.0
is there a way to know oppositional defiant disorder,0.0
other types of Conduct disorder,-0.125
Conduct disorder,0.0
explain Conduct disorder,0.0
define Conduct disorder,0.0
i want to know about Conduct disorder,0.0
is there a way to know Conduct disorder,0.0
cause of Disruptive behavior,0.0
why do people suffer from Disruptive behavior,0.0
triggers for Disruptive behavior,0.0
cause for development Disruptive behavior,0.0
risk factor for Disruptive behavior,0.0
What is Neurodevelopmental disorder,0.0
Explain Neurodevelopmental disorder,0.0
I want to know what Neurodevelopmental disorder is,0.0
Define Neurodevelopmental disorder,0.0
Neurodevelopmental disorder defination,0.0
Neurodevelopmental disorder,0.0
give me the defination of Neurodevelopmental disorder,0.0
what is the meaning of depresNeurodevelopmental disordersion,0.0
Autism spectrum symptoms,0.0
what are the symptoms od Autism spectrum,0.0
symptom Autism spectrum,0.0
what can Autism spectrum do,0.0
Autism spectrum leads to,0.0
i have Autism spectrum issues,0.0
cause of Neurodevelopmental,0.0
common triggers Neurodevelopmental,-0.3
reason of Neurodevelopmental,0.0
origin Neurodevelopmental,0.0
coping strategies for Neurodevelopmental,0.0
strategies for Neurodevelopmental,0.0
treatment Neurodevelopmental,0.0
natural remedies for Neurodevelopmental,0.1
spiritual care Neurodevelopmental,0.0
spiritual way of treatment Neurodevelopmental,0.0
self-care Neurodevelopmental,0.0
Neurodevelopmental treat,0.0
how does the social life be affected by the Neurodevelopmental,0.03333333333333333
Social life being affected by Neurodevelopmental,0.03333333333333333
my life has been affected by Neurodevelopmental,0.0
negative impact of Neurodevelopmental,-0.3
can Neurodevelopmental affect my social life,0.03333333333333333
if i have Neurodevelopmental can i still function well in the society,0.0
how can Neurodevelopmental be prevented,0.0
preventing Neurodevelopmental beforehand,0.0
is the prevention of Neurodevelopmental possible,0.0
Neurodevelopmental prevention,0.0
What is ADHD,0.0
Explain ADHD,0.0
I want to know what ADHD is,0.0
Define ADHD,0.0
ADHD defination,0.0
ADHD,0.0
give me the defination of ADHD,0.0
what is the meaning of ADHD,0.0
ADHD symptoms,0.0
what are the symptoms od ADHD,0.0
ADHD anxiety,0.0
what can ADHD do,0.0
anxiety ADHD to,0.0
i have ADHD issues,0.0
how can adhd be diagonsed,0.0
how to know if you have adhd,0.0
is there a way to know if you have adhd,0.0
i want to know way to diagnose adhd,0.0
coping strategies for ADHD,0.0
strategies for ADHD,0.0
treatment ADHD,0.0
natural remedies for ADHD,0.1
spiritual care ADHD,0.0
spiritual way of treatment ADHD,0.0
self-care ADHD,0.0
ADHD treat,0.0
What is dyslexia,0.0
Explain dyslexia,0.0
I want to know what dyslexia is,0.0
Define dyslexia,0.0
dyslexia defination,0.0
dyslexia,0.0
give me the defination of dyslexia,0.0
what is the meaning of dyslexia,0.0
dyslexia symptoms,0.0
what are the symptoms od dyslexia,0.0
symptom dyslexia,0.0
what can dyslexia do,0.0
dyslexia leads to,0.0
i have dyslexia issues,0.0
how can dyslexia be diagonsed,0.0
how to know if you have dyslexia,0.0
is there a way to know if you have dyslexia,0.0
i want to know way to diagnose dyslexia,0.0
coping strategies for dyslexia,0.0
strategies for dyslexia,0.0
treatment dyslexia,0.0
natural remedies for dyslexia,0.1
spiritual care dyslexia,0.0
spiritual way of treatment dyslexia,0.0
self-care depress dyslexia,-0.06666666666666667
depression treat dyslexia,0.0
what does ADHD standfor,0.0
full form of adhd,0.35
explain adhd,0.0
define adhd,0.0
i am an introvert i dont like people,0.0
i am an introvert i dont like hanging out with people,0.0
i am an introvert i dont like being around people,0.0
i hate being aroung many people,-0.15000000000000002
i like my solitary,0.0
i like being alone,0.0
i feel tired around people,-0.4
i can't speak around many people,0.5
crowd scares me,0.0
even with lots of poeple around me i feel alone,0.0
i enjoy time with myself,0.4
i dont want to be around many people,0.5
i hate presentations,-0.8
i wish people woudl leave me alone,0.0
i dont like people,0.0
i am having toruble completing my assignments,0.0
there is way too much pressure,0.2
i am not able to handle pressure,-0.25
i feel like i will explode,0.0
my head hurts and it is going to explode,0.0
i have been trying to complete this task form many days but here i am still lacking,0.3
i dont want to do this any more,0.5
i can't do this any more,0.5
Toay was the worst,-1.0
i can't do this anymore,0.0
can't do this anymore,0.0
i feel like my brain will exlode,0.0
worst phase of my life,-1.0
can't seem to get my life together,0.0
top therapist in nepal,0.5
who do i go to see,0.0
i want to know the best Psychiatrist in nepal,1.0
Psychiatrist in nepal,0.0
know best Psychiatrist,1.0
top Psychiatrist in nepal,0.5
